user_id,belief,attitude
41118264411,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
10675772986,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
45794295564,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
53974838828,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
49109259619,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
32287536827,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
39556406404,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
57078490668,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
91084994590,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
52176350879,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
29884744757,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
71058646742,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
80945388040,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
21155207187,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
50867678626,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
85124073297,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
34150332172,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
70279286872,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
48203396675,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
69528791396,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
27389393071,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
35607118884,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
65381369627,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
31438223308,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
78983690353,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
43856824620,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
16630479911,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
64691726624,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
33713632471,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
91038133583,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
53931610548,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
25273684225,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
69084300876,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
36599303105,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
67236596378,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
81123989736,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
79217022311,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
19141617647,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
32691785170,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
50511165672,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
82856546685,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
57379082679,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
99805723950,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
78106842980,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
34739415698,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
19929758202,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
11377579577,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
73332887713,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
59661634321,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
72154758635,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
16259623178,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
46039799735,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
19762286202,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
44550334658,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
57396778153,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
45773003214,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
44065917464,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
30337583498,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
70151369765,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
43052841210,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
33071849326,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
73646199711,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
88393928138,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
67846936289,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
79158394978,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
65208410600,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
38033355022,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
95211924255,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
17614215854,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
66822647891,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
23631167379,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
87083057475,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
82030829067,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
50688690037,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
10248766485,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
87267098893,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
25666209530,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
21142845363,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
36051665948,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
56478044192,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
19386474387,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
67819267598,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
68404370886,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
81327838077,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
58307816275,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
25283266056,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
32443524015,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
98434510209,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
57177430079,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
62182051536,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
76757676570,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
40748726331,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",对市场态度中性的
66709465048,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
79111025244,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
96559302151,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
72078141466,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
68112429617,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
91681094854,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
22012155228,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",乐观的
99815651863,"삼성전자와 한국 주식시장에 대해 중립적인 관점을 유지하며, 현재 정보가 부족하여 추가 뉴스와 가격 흐름을 관찰한다.",悲观的
